headword,CEFR,lemma
concern,B2,concern
concerned,B1,concern
concerning,B2,concern
concert,A1,concert
concession,B2,concession
conclude,B1,conclude
conclusion,B1,conclusion
concrete,B2,concrete
concrete,B2,concrete
condemn,B2,condemn
condition,A2,condition
conduct,B1,conduct
conduct,B2,conduct
conductor,B2,conductor
cone,B2,cone
conference,B2,conference
conferencing,B2,conference
confess,B2,confess
confession,B2,confession
confidence,B1,confidence
confident,A2,confident
confidently,B2,confidently
confine,B2,confine
confirm,B1,confirm
confirmation,B1,confirmation
conflict,B1,conflict
confront,B2,confront
confuse,A2,confuse
confused,A2,confuse
confusing,B1,confuse
confusion,B1,confusion
congratulate,B1,congratulate
conjunction,B2,conjunction
connect,B1,connect
connection/connexion,B1,connection
conquer,B1,conquer
conquest,B2,conquest
conscience,B2,conscience
conscious,B1,conscious
consciousness,B2,consciousness
consensus,B2,consensus
consent,B2,consent
consequence,A2,consequence
consequently,B1,consequently
conservation,B1,conservation
conservative,B1,conservative
consider,A2,consider
considerable,B1,considerable
considerably,B2,considerably
consideration,B1,consideration
considering,B2,consider
considering,B2,consider
consist,A2,consist
consistent,B2,consistent
consolation,B2,consolation
console,B2,console
consonant,B1,consonant
constant,B2,constant
constantly,B1,constantly
constitute,B1,constitute
constitution,B1,constitution
construct,B1,construct
construction,B1,construction
consult,B2,consult
consultant,B2,consultant
consume,B1,consume
consumer,B1,consumer
consumption,B1,consumption
contact,A2,contact
contact,A2,contact
contain,B1,contain
container,A2,container
contaminate,B2,contaminate
contemporary,B2,contemporary
contempt,B2,contempt
content,B2,content
content,B1,content
contest,A1,contest
context,A2,context
continent,A2,continent
continual,B1,continual
continually,B1,continually
continue,A2,continue
continuous,B1,continuous
continuously,B1,continuously
contract,B2,contract
contradict,B2,contradict
contradiction,B2,contradiction
contradictory,B2,contradictory
contrary,B1,contrary
contrast,A2,contrast
contribute,B1,contribute
contribution,B1,contribution
control,A2,control
control,B1,control
controversial,B1,controversial
controversy,B2,controversy
convenience,A2,convenience
convenient,A2,convenient
conveniently,B2,conveniently
convention,B2,convention
conventional,B2,conventional
conversation,A1,conversation
converse,B2,converse
conversely,B2,conversely
conversion,B2,conversion
convert,B2,convert
convey,B1,convey
convince,B1,convince
convinced,B2,convince
cook,A1,cook
cook,A1,cook
cooker,A2,cooker
cookie,A1,cookie
cooking,A2,cook
cool,A1,cool
cool,B2,cool
cooler,A2,cool
cooperate,B2,cooperate
cooperation,B2,cooperation
cooperative,B2,cooperative
cop,A1,cop
cope,B2,cope
copper,B2,copper
copy,A1,copy
copy,A2,copy
copyright,B1,copyright
coral,B2,coral
core,B2,core
corn,A1,corn
corner,A1,corner
cornerstone,B2,cornerstone
cornet,B2,cornet
corona,B2,corona
corporal,B2,corporal
corporate,B2,corporate
corporation,B2,corporation
correct,A1,correct
correct,B2,correct
correction,B1,correction
correctly,A2,correctly
correctness,B2,correctness
correspond,B2,correspond
correspondence,B2,correspondence
correspondent,B2,correspondent
corresponding,B2,correspond
corridor,B2,corridor
corrupt,B2,corrupt
corruption,B2,corruption
cost,A2,cost
cost,A2,cost
costly,B2,costly
costume,B2,costume
cottage,B2,cottage
cotton,B1,cotton
couch,A1,couch
cough,B2,cough
cough,B1,cough
could,A1,could
council,B1,council
counseling/counselling,B1,counseling
count,B1,count
count,A2,count
counter,B2,counter
counter,B1,counter
countless,B1,countless
country,A2,country
countryman,B2,countryman
countryside,A2,countryside
countrywide,B2,countrywide
county,B1,county
couple,A2,couple
courage,B1,courage
courageous,B1,courageous
courgette,B1,courgette
course,A1,course
court,A2,court
courtesy,B2,courtesy
cousin,A1,cousin
cover,A1,cover
cover,A2,cover
cow,A1,cow
coward,B2,coward
cowardly,B2,cowardly
coziness/cosiness,B2,coziness
cozy/cosy,B2,cozy
crab,B2,crab
crack,B2,crack
crack,B2,crack
craft,B1,craft
craftsman,B2,craftsman
crash,B1,crash
crash,B1,crash
crater,B2,crater
crawl,B2,crawl
crazy,A2,crazy
cream,A2,cream
cream,A1,cream
crease,B2,crease
create,A2,create
creation,B2,creation
creative,A2,creative
creatively,B2,creatively
creativity,A2,creativity
creator,B1,creator
creature,A2,creature
credit,A2,credit
credit card,A1,credit
creek,B2,creek
creepy,B2,creepy
crew,B2,crew
cricket,A2,cricket
crime,A2,crime
criminal,B2,criminal
criminal,B1,criminal
cripple,B2,cripple
crisis,B1,crisis
crisp,A2,crisp
critic,B1,critic
critical,B1,critical
critically,B2,critically
criticism,B2,criticism
criticize/criticise,A2,criticize
crocodile,B2,crocodile
crop,B1,crop
cross,A2,cross
cross,A2,cross
crossing,B1,cross
crossly,B2,crossly
crossroads,B1,crossroad
crow,B1,crow
crowd,A2,crowd
crowded,A2,crowd
crown,A2,crown
crucial,B2,crucial
cruel,B1,cruel
cruelly,B2,cruelly
cruelty,B2,cruelty
cruise,A2,cruise
cruise,B2,cruise
crush,B1,crush
cry,A1,cry
cry,A2,cry
crystallize/crystallise,B2,crystallize
cube,B2,cube
cubism,B2,cubism
cucumber,B1,cucumber
cuff,B2,cuff
culmination,B2,culmination
cultivate,B1,cultivate
cultural,B1,cultural
culturally,B2,culturally
culture,A1,culture
cup,A1,cup
cupboard,A2,cupboard
cure,B1,cure
cure,B2,cure
curiosity,B1,curiosity
curious,B1,curious
curiously,B1,curiously
curl,B2,curl
curly,B1,curly
currency,B1,currency
current,B1,current
currently,B1,currently
curriculum,B1,curriculum
curry,A2,curry
curse,A2,curse
cursor,B2,cursor
curtain,B1,curtain
curve,B1,curve
cushion,B1,cushion
custom,A2,custom
customer,A2,customer
customs,B1,custom
cut,B1,cut
cut,A1,cut
cute,A1,cute
CV,B1,CV
cyberaddict,B2,cyberaddict
cybercafe/cybercafé,B2,cybercafe
cybercrime,B2,cybercrime
cyberpet,B2,cyberpet
cyberschool,B2,cyberschool
cyberspace,B2,cyberspace
cycle,B1,cycle
cycle,B1,cycle
cycling,A2,cycling
cyclist,B2,cyclist
dad,A1,dad
daddy,A1,daddy
daft,B2,daft
daily,A2,daily
daily,A2,daily
daisy,B1,daisy
dam,A2,dam
damage,B1,damage
damage,B1,damage
damaged,B1,damage
damn,B2,damn
damn,B2,damn
damn,B2,damn
damp,B1,damp
dance,A1,dance
dance,A1,dance
dancer,A2,dancer
dancing,A1,dance
dandelion,B2,dandelion
danger,A2,danger
dangerous,A2,dangerous
dangerously,B1,dangerously
dare,B1,dare
dark,A1,dark
darkness,B1,darkness
darling,B2,darling
darling,B2,darling
dash,B2,dash
dash,B2,dash
data,B2,datum
database,B2,database
date,A1,date
date,B1,date
dated,B2,date
dating,B1,date
daughter,A1,daughter
daughter-in-law,B2,daughter
dawn,B2,dawn
day,A1,day
daylight,A2,daylight
daytime,B2,daytime
daze,B1,daze
dazzle,B1,dazzle
de facto,B2,de
dead,A2,dead
deadline,B1,deadline
deadly,B1,deadly
deaf,B1,deaf
deal,A2,deal
deal,B1,deal
dealer,B1,dealer
dear,A1,dear
dear,B2,dear
dearly,B2,dearly
death,A2,death
debate,A2,debate
debit,B2,debit
debit,B2,debit
debit card,B2,debit
debris,B1,debris
debt,B1,debt
decade,B2,decade
decay,B2,decay
deceive,B2,deceive
December,A1,December
decent,B2,decent
deceptive,B2,deceptive
decide,A2,decide
decision,B1,decision
decisive,B2,decisive
deck,B2,deck
declaration,B1,declaration
declare,B1,declare
decline,B1,decline
decline,B2,decline
decomposition,B2,decomposition
decorate,B2,decorate
decoration,B2,decoration
decorative,B2,decorative
decrease,B1,decrease
decrease,B1,decrease
dedicate,B1,dedicate
dedication,B2,dedication
deduce,B2,deduce
deduction,B2,deduction
deed,B1,deed
deem,B2,deem
deep,B2,deep
deep,A2,deep
deeply,A2,deeply
deer,B2,deer
defeat,B2,defeat
defeat,B1,defeat
defend,B1,defend
defender,B1,defender
defense/defence,B1,defense
deficiency,B1,deficiency
deficit,B2,deficit
define,B1,define
definite,B1,definite
definite article,B1,definite
definitely,B1,definitely
definition,B1,definition
deforestation,B2,deforestation
defy,B2,defy
degree,A2,degree
dehumanize/dehumanise,B2,dehumanize
delay,A2,delay
delay,B1,delay
delegate,B2,delegate
delete,B1,delete
deliberate,B2,deliberate
deliberately,B2,deliberately
delicacy,B2,delicacy
delicate,B1,delicate
delicately,B2,delicately
delicious,A1,delicious
delight,B1,delight
delight,B2,delight
delighted,B1,delight
delightful,B1,delightful
deliver,B1,deliver
delivery,B1,delivery
demand,B1,demand
demand,B1,demand
demanding,B2,demand
democracy,B1,democracy
democratic,B1,democratic
demolish,B2,demolish
demonstrate,B1,demonstrate
demonstration,B1,demonstration
denim,B2,denim
dense,B2,dense
densely,B2,densely
dental,B2,dental
dentist,A2,dentist
deny,B1,deny
depart,B1,depart
department,B1,department
department store,A2,department
departure,B1,departure
depend,A2,depend
dependable,B2,dependable
dependent,B1,dependent
deposit,B1,deposit
deposit,B2,deposit
depressed,B1,depressed
depressing,B1,depress
depression,B1,depression
deprive,B1,deprive
depth,B1,depth
deputy,B2,deputy
derive,B1,derive
descend,B2,descend
describe,A1,describe
description,A2,description
descriptive,B2,descriptive
desert,A2,desert
deserve,B1,deserve
design,A1,design
design,B1,design
designer,B2,designer
designer,B1,designer
desirable,B2,desirable
desire,B1,desire
desire,B2,desire
desk,A1,desk
desktop,B2,desktop
desolation,B2,desolation
despair,B1,despair
desperate,B1,desperate
desperately,B2,desperately
desperation,B2,desperation
despise,B2,despise
despite,B1,despite
dessert,A2,dessert
destination,B1,destination
destiny,B2,destiny
destroy,A2,destroy
destruction,B1,destruction
destructive,B1,destructive
detach,B2,detach
detachment,B2,detachment
detail,A2,detail
detailed,B2,detail
detect,B2,detect
detective,B1,detective
determination,B1,determination
determine,B1,determine
determined,B2,determine
determiner,B2,determiner
devastate,B1,devastate
devastating,B1,devastate
develop,A2,develop
developed,A2,develop
developing,B2,develop
development,B1,development
device,B1,device
devil,B2,devil
devote,B2,devote
devoted,B2,devote
devotion,B1,devotion
diagram,B1,diagram
dial,B1,dial
dial,B1,dial
dialog/dialogue,B1,dialog
diameter,B1,diameter
diamond,A2,diamond
diaper,B1,diaper
diarrhea/diarrhoea,B2,diarrhea
diary,A2,diary
dictator,B2,dictator
dictionary,A1,dictionary
did,A1,do
die,A2,die
diet,A2,diet
differ,B1,differ
difference,A1,difference
different,A1,different
differently,A2,differently
difficult,A1,difficult
difficulty,A2,difficulty
dig,A1,dig
dig,B1,dig
digest,B2,digest
digital,B1,digital
digital camera,A2,digital
dignify,B2,dignify
dignity,B2,dignity
dilemma,B2,dilemma
diligence,B1,diligence
diligent,B1,diligent
dim,B2,dim
dime,B2,dime
dimension,B2,dimension
dining room,A1,dining
dinner,A1,dinner
dinosaur,A2,dinosaur
dioxide,B1,dioxide
dip,B2,dip
diphtheria,B2,diphtheria
diploma,B2,diploma
diplomat,B2,diplomat
direct,A2,direct
direct,B1,direct
direction,A2,direction
directly,B1,directly
director,A2,director
dirt,B1,dirt
dirty,A1,dirty
disability,B1,disability
disable,B1,disable
disabled,B1,disable
disadvantage,A2,disadvantage
disagree,A2,disagree
disagreement,B1,disagreement
disappear,A2,disappear
disappearance,B2,disappearance
disappoint,B1,disappoint
disappointed,A2,disappoint
disappointing,A2,disappointing
disappointment,B1,disappointment
disapproval,B2,disapproval
disapprove,B2,disapprove
disaster,B1,disaster
disastrous,B1,disastrous
disc jockey/disk jockey,B1,disc
discharge,B2,discharge
disciple,B2,disciple
discipline,B2,discipline
disco,A2,disco
discomfort,B1,discomfort
disconnect,B2,disconnect
discount,B1,discount
discourage,B1,discourage
discover,A2,discover
discovery,B1,discovery
discredit,B2,discredit
discriminate,B2,discriminate
discrimination,B1,discrimination
discuss,A1,discuss
discussion,A2,discussion
disease,B1,disease
disgrace,B2,disgrace
disguise,B2,disguise
disguise,B2,disguise
disgusting,B1,disgust
dish,A1,dish
dishonest,A2,dishonest
dishonesty,B2,dishonesty
dishwasher,B1,dishwasher
disillusion,B2,disillusion
disk/disc,B1,disk
dislike,A2,dislike
dislike,B1,dislike
dismiss,B2,dismiss
disorder,B2,disorder
disorderly,B2,disorderly
disorganized/disorganised,B2,disorganize
dispensable,B2,dispensable
displace,B2,displace
display,A2,display
display,B1,display
displeasure,B2,displeasure
disposal,B2,disposal
disposition,B2,disposition
dispute,B2,dispute
disqualify,B2,disqualify
disregard,B2,disregard
disrupt,B2,disrupt
dissatisfaction,B2,dissatisfaction
dissatisfied,B2,dissatisfy
dissident,B2,dissident
dissolve,B1,dissolve
distance,B1,distance
distant,B1,distant
distinction,B1,distinction
distinctly,B1,distinctly
distinguish,B1,distinguish
distinguished,B2,distinguish
distortion,B2,distortion
distract,B2,distract
distraction,B2,distraction
distressing,B2,distress
distribute,B1,distribute
distribution,B1,distribution
distributor,B2,distributor
district,B1,district
disturb,A2,disturb
disturbance,B1,disturbance
dive,B1,dive
dive,B1,dive
diver,B1,diver
diverse,B1,diverse
diversion,B2,diversion
divert,B2,divert
divide,B1,divide
divide,A2,divide
divided,B2,divide
divine,B1,divine
diving,B1,diving
division,B2,division
divorce,B2,divorce
divorce,B2,divorce
divorced,B1,divorce
dizzy,A2,dizzy
DJ,B1,DJ
DNA,B2,dna
do,A1,do
doc,B1,doc
dock,B2,dock
doctor/Dr./Dr,A1,doctor
document,B1,document
documentary,B1,documentary
does,A1,do
dog,A1,dog
doing,A1,do
doll,A1,doll
dollar,A1,dollar
dolphin,B1,dolphin
domestic,B2,domestic
dominate,B2,dominate
donate,B2,donate
donation,B2,donation
done,A2,do
donkey,B2,donkey
doom,B2,doom
door,A1,door
doorkeeper,B2,doorkeeper
doorway,B2,doorway
dorm,B2,dorm
dormitory,B2,dormitory
dose,B2,dose
dot,B1,dot
double,A2,double
double,B2,double
double,B2,double
doubly,B2,doubly
doubt,A2,doubt
doubt,B2,doubt
doubtful,B2,doubtful
dove,B2,dove
down,B2,down
down,A1,down
down,A2,down
downfall,B2,downfall
download,B2,download
download,A2,download
downsize,B2,downsize
downstairs,B1,downstairs
downstairs,A2,downstairs
downtown,A2,downtown
downward,B1,downward
dowry,B2,dowry
doze,B1,doze
dozen,B1,dozen
dozen,B1,dozen
draft/draught,B2,draft
drag,B1,drag
drain,B2,drain
drain,B2,drain
drama,A1,drama
dramatic,B1,dramatic
dramatically,B2,dramatically
drapery,B2,drapery
draw,A2,draw
draw,A1,draw
drawer,A2,drawer
drawing,A2,draw
dread,B2,dread
dreadful,B2,dreadful
dream,A1,dream
dream,A2,dream
dreamy,B2,dreamy
dress,A1,dress
dress,A2,dress
dressed,A2,dress
drill,A2,drill
drink,A1,drink
drink,A1,drink
drinkable,B2,drinkable
drive,A1,drive
drive,A2,drive
driver,A1,driver
driver's license/driving licence,A2,driver
droop,B2,droop
drop,A2,drop
drop,A1,drop
dropout,B2,dropout
drought,B2,drought
drown,B1,drown
drug,A2,drug
drugstore,A2,drugstore
drum,A1,drum
drunk,B1,drunk
dry,A1,dry
dry,A2,dry
duck,A2,duck
dude,B1,dude
due,A1,due
duel,B2,duel
dull,B1,dull
dumb,B2,dumb
dump,B1,dump
dump,B1,dump
duplicate,B2,duplicate
duplication,B2,duplication
during,A2,during
dust,A2,dust
dustbin,B1,dustbin
dusty,B1,dusty
duty,B1,duty
duty-free,B1,duty
duvet,B1,duvet
DVD,A1,DVD
dwarf,B2,dwarf
dye,B2,dye
dynamic,B2,dynamic
dynasty,B1,dynasty
each,A1,each
each,A1,each
each other,A1,each
eager,B1,eager
eagerly,B2,eagerly
eagerness,B1,eagerness
eagle,B2,eagle
ear,A1,ear
earache,B1,earache
early,A2,early
early,A1,early
earn,A2,earn
earnest,B1,earnest
earnings,B2,earning
earring,A2,earring
earth,A2,earth
earthquake,A2,earthquake
ease,B2,ease
ease,B2,ease
easily,A2,easily
east,A2,east
east,A2,east
east,A2,east
eastern,B1,eastern
eastward,B2,eastward
easy,A1,easy
easygoing/easy-going,B1,easygoing
eat,A1,eat
eco,B1,eco
ecological,B1,ecological
ecologically,B2,ecologically
ecologist,B2,ecologist
ecology,B1,ecology
economic,B1,economic
economical,B2,economical
economics,B1,economic
economist,B2,economist
economy,B1,economy
ecosystem,B1,ecosystem
ecstasy,B1,ecstasy
ecstatic,B2,ecstatic
edge,B1,edge
edit,B2,edit
edit,B2,edit
edition,B1,edition
editor,A2,editor
editorial,B2,editorial
educate,B1,educate
educated,B2,educate
education,A2,education
educational,A2,educational
educator,B2,educator
effect,A2,effect
effective,B1,effective
effectively,B2,effectively
effectiveness,B2,effectiveness
efficiency,B1,efficiency
efficient,B1,efficient
effort,A2,effort
egg,A1,egg
eight,A1,eight
eighteen,A1,eighteen
eighty,A1,eighty
either,A1,either
either,A2,either
either,B1,either
either,B1,either
elbow,B1,elbow
elderly,A2,elderly
elect,B2,elect
election,B1,election
elective,B2,elective
electric,A2,electric
electrical,B1,electrical
electrician,B2,electrician
electricity,B1,electricity
electron,B1,electron
electronic,B1,electronic
electronically,B2,electronically
electronics,B2,electronic
elegance,B2,elegance
elegant,B2,elegant
elegantly,B2,elegantly
element,B1,element
elemental,B2,elemental
elementary,A1,elementary
elephant,A2,elephant
elevator,A2,elevator
eleven,A1,eleven
eligible,B2,eligible
eliminate,B1,eliminate
elite,B2,elite
eloquence,B2,eloquence
eloquent,B2,eloquent
else,A1,else
elsewhere,A2,elsewhere
email,A2,email
email/e-mail/E-mail,A1,email
embarrass,B1,embarrass
embarrassed,B1,embarrassed
embarrassing,A2,embarrass
embarrassment,B1,embarrassment
embassy,B2,embassy
embrace,B2,embrace
emerge,B1,emerge
emergence,B2,emergence
emergency,A2,emergency
emotion,B1,emotion
emotional,B1,emotional
emotionally,B1,emotionally
emperor,B1,emperor
emphasis,B1,emphasis
emphasize/emphasize,B1,emphasize
emphatically,B2,emphatically
empire,B1,empire
employ,B2,employ
employee,B2,employee
employer,B2,employer
employment,B1,employment
empty,A2,empty
enable,B1,enable
enclose,B1,enclose
encounter,B1,encounter
encounter,B2,encounter
encourage,A2,encourage
encouragement,B1,encouragement
encouraging,B1,encouraging
encyclopedia/encyclopaedia,B1,encyclopedia
end,A1,end
end,A2,end
endanger,B1,endanger
endangered,A2,endanger
endeavor/endeavour,B2,endeavor
ending,A2,end
endless,B1,endless
endlessly,B2,endlessly
endorse,B2,endorse
endurance,B2,endurance
endure,B1,endure
enduring,B2,endure
enemy,B1,enemy
energetic,A2,energetic
energy,B2,energy
enforce,B2,enforce
engage,B1,engage
engaged,B1,engage
engagement,B2,engagement
engine,B1,engine
engineer,A1,engineer
engineering,B1,engineering
Englishman,B1,englishman
engulf,B2,engulf
enhance,B2,enhance
enjoy,A1,enjoy
enjoyable,B1,enjoyable
enjoyment,B1,enjoyment
enormous,A2,enormous
enough,A2,enough
enough,A2,enough
enough,A2,enough
enrich,B1,enrich
enroll/enrol,B2,enroll
ensure,B1,ensure
enter,A2,enter
enterprise,B2,enterprise
entertain,B1,entertain
entertainer,B1,entertainer
entertaining,B2,entertain
entertainment,A2,entertainment
enthusiasm,B1,enthusiasm
enthusiast,B1,enthusiast
enthusiastic,B1,enthusiastic
enthusiastically,B2,enthusiastically
entire,B1,entire
entirely,B1,entirely
entitle,B2,entitle
entrance,A2,entrance
entrepreneur,B2,entrepreneur
entry,B1,entry
envelope,A2,envelope
environment,B2,environment
environmental,B1,environmental
environmentalist,B1,environmentalist
environmentally,B2,environmentally
environmentally friendly,B2,environmentally
envy,A2,envy
envy,B2,envy
episode,A2,episode
equal,B1,equal
equal,B2,equal
equal,B2,equal
equality,B1,equality
equally,B1,equally
equation,B2,equation
equip,B2,equip
equipment,B1,equipment
equity,B2,equity
era,B1,era
erect,B2,erect
error,A2,error
erupt,B2,erupt
eruption,B2,eruption
escalator,A2,escalator
escape,A2,escape
escape,B1,escape
especially,A2,especially
essay,A2,essay
essayist,B2,essayist
essence,B1,essence
essential,B1,essential
essentially,B2,essentially
establish,A2,establish
establishment,B1,establishment
estate,B2,estate
